TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
104,CUST1547,ACC58078,Loan,Payment,Mutual Fund,Firm A,East,Manager 4,26-02-2023,74518.4143,39075.88881,0.544927045,739,161
56,CUST6292,ACC72197,Loan,Withdrawal,Personal Loan,Firm A,West,Manager 2,2/3/2024,41245.47749,68121.92056,0.853046062,782,128
86,CUST6038,ACC51593,Loan,Transfer,Savings Account,Firm D,Central,Manager 4,13-03-2023,28910.04358,69506.44449,0.277176686,846,124
147,CUST6319,ACC24880,Loan,Deposit,Savings Account,Firm C,South,Manager 4,19-10-2023,81756.37886,96685.3656,0.464599682,658,115
75,CUST9038,ACC70460,Credit,Payment,Personal Loan,Firm E,North,Manager 2,13-01-2023,106632.5745,91606.65193,0.65446398,774,190
165,CUST9528,ACC51593,Loan,Payment,Savings Account,Firm B,West,Manager 3,13-09-2023,30653.81639,52831.54158,0.264961706,498,30
135,CUST9439,ACC15671,Loan,Payment,Personal Loan,Firm B,East,Manager 2,14-07-2023,-7436.015895,93833.78321,0.147189524,493,190
2,CUST9169,ACC15925,Current,Withdrawal,Credit Card,Firm B,South,Manager 2,19-03-2024,33702.72532,56596.54511,0.796153009,483,222
161,CUST2842,ACC28292,Loan,Deposit,Mutual Fund,Firm C,South,Manager 2,23-03-2024,93721.35146,37550.01443,0.173664851,442,206
120,CUST4669,ACC24508,Loan,Deposit,Mutual Fund,Firm B,East,Manager 4,29-05-2023,33835.16646,66556.87056,0.289375585,730,107
63,CUST5609,ACC29231,Savings,Payment,Home Loan,Firm E,Central,Manager 2,2/5/2024,58477.09911,85939.36331,0.108312735,631,53
116,CUST6526,ACC29396,Current,Deposit,Savings Account,Firm B,Central,Manager 4,6/7/2023,48672.30569,89292.52731,0.133333849,603,142
191,CUST6082,ACC25811,Savings,Withdrawal,Personal Loan,Firm B,West,Manager 2,19-04-2023,16108.34845,118008.6801,0.382529164,668,147
120,CUST9129,ACC82926,Loan,Payment,Savings Account,Firm B,North,Manager 3,3/5/2023,3901.518839,97114.41168,0.190509534,416,116
49,CUST7730,ACC81631,Current,Transfer,Savings Account,Firm B,West,Manager 4,21-10-2023,81629.21747,78604.79192,0.576958622,358,182
149,CUST9420,ACC35419,Current,Payment,Mutual Fund,Firm C,South,Manager 3,4/2/2024,85225.87233,124620.0526,0.322018638,441,94
3,CUST5428,ACC72197,Current,Transfer,Personal Loan,Firm C,East,Manager 4,6/2/2024,90783.79902,107039.1699,0.499136227,782,13
87,CUST5916,ACC32212,Savings,Payment,Credit Card,Firm A,East,Manager 4,12/2/2023,17342.81424,61763.6272,0.489862819,697,69
41,CUST2805,ACC13357,Loan,Transfer,Home Loan,Firm A,South,Manager 1,17-11-2023,23715.54865,48323.63179,0.410683895,572,87
8,CUST4794,ACC48501,Current,Deposit,Personal Loan,Firm E,West,Manager 3,20-01-2024,55611.99195,79509.68124,0.319784989,361,148
175,CUST1749,ACC12182,Current,Payment,Home Loan,Firm E,East,Manager 4,13-09-2023,-16135.99845,68737.36928,0.506327869,840,104
9,CUST1887,ACC51200,Current,Payment,Mutual Fund,Firm E,East,Manager 3,23-02-2023,73852.92323,91931.22432,0.652395953,494,77
12,CUST8028,ACC91723,Savings,Payment,Home Loan,Firm E,Central,Manager 1,1/1/2024,41326.22304,113108.2256,0.645465306,752,95
66,CUST3602,ACC31539,Credit,Transfer,Home Loan,Firm B,West,Manager 3,16-08-2023,60817.62924,54228.61016,0.353552086,780,64
69,CUST7120,ACC15228,Savings,Withdrawal,Personal Loan,Firm A,North,Manager 2,7/11/2023,50510.74966,20535.70594,0.528891025,315,62
111,CUST3006,ACC97411,Loan,Deposit,Mutual Fund,Firm D,East,Manager 3,19-11-2023,83705.17658,58287.78371,0.200925682,443,138
152,CUST6391,ACC31902,Loan,Deposit,Personal Loan,Firm B,Central,Manager 3,1/4/2024,38521.9075,34927.89564,0.71158555,811,198
158,CUST4438,ACC43309,Loan,Withdrawal,Home Loan,Firm A,North,Manager 2,3/4/2023,72758.7501,68790.47449,0.794855319,463,10
58,CUST4763,ACC40952,Savings,Deposit,Savings Account,Firm A,North,Manager 2,18-02-2024,64380.25575,104144.8891,0.835733439,736,94
80,CUST9528,ACC58078,Savings,Payment,Credit Card,Firm B,North,Manager 4,22-06-2024,43329.95027,98753.52287,0.46673036,846,158
104,CUST2842,ACC65545,Credit,Deposit,Personal Loan,Firm C,East,Manager 4,3/10/2023,51623.69947,88484.48306,0.322685598,537,31
127,CUST3810,ACC22036,Current,Withdrawal,Mutual Fund,Firm E,South,Manager 2,24-10-2023,53323.68436,75002.90447,0.692021849,356,122
103,CUST2349,ACC12334,Savings,Payment,Home Loan,Firm C,West,Manager 3,5/2/2024,-4995.565095,91601.69762,0.461172547,540,234
167,CUST5255,ACC91723,Loan,Withdrawal,Home Loan,Firm A,South,Manager 2,23-10-2023,37798.12665,69153.88458,0.967060547,652,6
122,CUST5428,ACC22799,Loan,Transfer,Credit Card,Firm A,Central,Manager 4,11/6/2024,34318.55795,29853.68937,0.117067517,821,155
164,CUST6029,ACC70460,Current,Withdrawal,Credit Card,Firm E,South,Manager 1,10/3/2023,39975.52823,58917.91128,0.732861438,578,134
69,CUST3609,ACC29007,Loan,Payment,Mutual Fund,Firm A,North,Manager 3,13-02-2024,49643.03412,159321.43,0.591294313,799,119
184,CUST5609,ACC39500,Current,Deposit,Personal Loan,Firm A,West,Manager 3,22-06-2024,118365.9511,23521.36247,0.057742805,703,10
24,CUST2805,ACC22036,Current,Withdrawal,Credit Card,Firm C,South,Manager 4,3/10/2023,40081.30054,117892.619,0.330186203,500,36
105,CUST2716,ACC15925,Credit,Transfer,Home Loan,Firm A,North,Manager 4,22-06-2024,75699.82311,134736.5787,0.217644372,504,30
10,CUST8028,ACC34119,Savings,Withdrawal,Home Loan,Firm C,Central,Manager 3,5/7/2023,65626.44416,72102.27567,0.743209975,580,211
88,CUST9439,ACC11188,Current,Withdrawal,Personal Loan,Firm D,North,Manager 2,7/3/2023,15907.05584,44198.84453,0.641447462,388,174
67,CUST2457,ACC49422,Savings,Transfer,Personal Loan,Firm A,Central,Manager 4,21-03-2024,119847.885,27825.99191,0.340358506,521,168
166,CUST6525,ACC62446,Loan,Deposit,Savings Account,Firm A,Central,Manager 4,17-06-2023,34576.74577,55419.10983,0.260671485,673,63
191,CUST1569,ACC76699,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,24-05-2024,49735.74451,108530.9899,0.725474694,685,166
126,CUST4794,ACC29646,Current,Transfer,Mutual Fund,Firm E,West,Manager 3,4/1/2024,73887.40821,116182.7739,0.446753119,354,100
4,CUST2018,ACC21878,Credit,Payment,Credit Card,Firm D,Central,Manager 1,15-05-2024,32321.94828,71803.42069,0.498058278,501,120
80,CUST1747,ACC94242,Credit,Deposit,Home Loan,Firm D,South,Manager 4,1/7/2023,54945.6746,35762.59952,0.650100014,784,209
37,CUST9666,ACC71426,Current,Transfer,Home Loan,Firm C,East,Manager 1,7/6/2024,81214.01431,39068.57898,0.131693059,332,142
49,CUST2349,ACC38559,Savings,Payment,Savings Account,Firm C,South,Manager 3,22-03-2024,-10403.55494,54213.30556,0.745539121,626,76
86,CUST7855,ACC95164,Savings,Payment,Home Loan,Firm C,North,Manager 3,26-10-2023,143067.1846,73627.79044,0.752616543,582,226
194,CUST3315,ACC96868,Savings,Transfer,Credit Card,Firm E,North,Manager 1,14-04-2023,97281.25099,76278.19543,0.501676078,428,150
158,CUST2716,ACC96868,Loan,Transfer,Credit Card,Firm A,East,Manager 4,26-07-2023,66239.79058,1815.752969,0.491510407,603,163
160,CUST3109,ACC24508,Current,Withdrawal,Mutual Fund,Firm A,East,Manager 3,8/6/2024,53049.10953,84320.65657,0.212005884,335,216
51,CUST6038,ACC57516,Credit,Transfer,Credit Card,Firm D,South,Manager 2,5/3/2024,103529.0563,107158.7992,0.448771825,754,150
23,CUST5428,ACC70460,Savings,Deposit,Home Loan,Firm E,Central,Manager 3,26-09-2023,84093.96793,92773.78906,0.472793876,509,145
177,CUST4763,ACC88252,Savings,Withdrawal,Savings Account,Firm E,Central,Manager 4,10/12/2023,90962.08527,50827.23894,0.25441938,729,14
78,CUST7173,ACC86784,Credit,Transfer,Credit Card,Firm C,East,Manager 2,17-12-2023,94682.42154,58905.59189,0.150622718,836,121
42,CUST6028,ACC64785,Loan,Payment,Credit Card,Firm A,East,Manager 1,4/1/2024,46040.19807,111654.1685,0.901914151,760,213
92,CUST1223,ACC60432,Loan,Payment,Personal Loan,Firm A,Central,Manager 2,8/1/2024,26179.16713,85388.45268,0.497102316,561,59
123,CUST3059,ACC53466,Savings,Deposit,Personal Loan,Firm E,West,Manager 1,11/9/2023,37508.65731,58840.6007,0.54088497,502,187
192,CUST4461,ACC67713,Credit,Transfer,Home Loan,Firm A,South,Manager 2,23-03-2024,7058.786322,124776.1309,0.576775569,769,55
191,CUST5609,ACC83269,Current,Transfer,Credit Card,Firm D,West,Manager 1,29-11-2023,9833.48507,83655.60964,0.881900574,800,151
75,CUST6319,ACC83581,Credit,Withdrawal,Personal Loan,Firm D,South,Manager 4,15-04-2024,23416.19231,125411.3917,0.835967681,695,33
162,CUST5916,ACC21878,Current,Payment,Mutual Fund,Firm A,West,Manager 4,28-11-2023,59539.35068,63559.36677,0.67655878,648,151
134,CUST7493,ACC26956,Credit,Payment,Credit Card,Firm B,Central,Manager 3,26-04-2023,75825.74987,87004.17049,0.755514836,513,120
7,CUST1114,ACC65144,Savings,Transfer,Mutual Fund,Firm D,South,Manager 2,8/1/2023,-3792.949822,56727.19917,0.127936651,346,48
125,CUST7173,ACC60432,Current,Payment,Mutual Fund,Firm B,Central,Manager 2,13-03-2023,18833.66839,76833.82111,0.596824662,791,103
68,CUST4679,ACC15228,Current,Withdrawal,Mutual Fund,Firm A,East,Manager 3,14-04-2023,31941.48488,52956.61445,0.425298262,511,71
53,CUST2067,ACC45907,Loan,Deposit,Credit Card,Firm C,North,Manager 2,14-07-2023,8346.938554,63182.03175,0.292420192,414,33
157,CUST9248,ACC54589,Credit,Deposit,Mutual Fund,Firm E,South,Manager 3,5/5/2023,88796.12206,17590.67931,0.106707601,556,93
33,CUST4201,ACC18140,Savings,Payment,Credit Card,Firm D,East,Manager 4,22-05-2024,73067.93901,145091.5527,0.06579405,485,42
132,CUST6351,ACC82298,Current,Transfer,Credit Card,Firm B,Central,Manager 3,30-09-2023,40801.00881,100859.3945,0.575317021,408,86
179,CUST4794,ACC21878,Loan,Payment,Mutual Fund,Firm C,North,Manager 1,10/8/2023,45597.3365,57241.82608,0.336215059,412,131
144,CUST1569,ACC52131,Loan,Payment,Mutual Fund,Firm C,North,Manager 1,8/9/2023,56047.72559,68082.61648,0.471768035,518,181
175,CUST1569,ACC32627,Savings,Deposit,Home Loan,Firm B,Central,Manager 1,30-07-2023,41862.66486,88801.56806,0.435518542,594,214
72,CUST8765,ACC32212,Credit,Transfer,Home Loan,Firm A,North,Manager 4,15-05-2023,83277.04235,47811.62508,0.987408528,333,215
59,CUST1498,ACC22036,Credit,Deposit,Home Loan,Firm B,East,Manager 3,24-11-2023,58863.70035,126862.2486,0.460212031,600,64
150,CUST2357,ACC21264,Savings,Payment,Credit Card,Firm D,East,Manager 3,19-07-2023,42045.16865,55004.87014,0.677635418,338,220
31,CUST5705,ACC95774,Loan,Payment,Mutual Fund,Firm A,South,Manager 2,19-09-2023,75681.32993,122563.6564,0.666553667,634,92
114,CUST2716,ACC72197,Loan,Transfer,Credit Card,Firm E,West,Manager 2,20-06-2023,45501.81321,51655.50592,0.613942673,696,191
152,CUST3015,ACC45521,Credit,Transfer,Savings Account,Firm B,North,Manager 1,12/3/2024,46105.91623,15376.41147,0.732491284,715,212
10,CUST1467,ACC57700,Loan,Deposit,Mutual Fund,Firm A,West,Manager 4,6/2/2024,36008.0015,67792.606,0.711725225,433,222
102,CUST9535,ACC95774,Savings,Withdrawal,Credit Card,Firm E,West,Manager 3,20-04-2024,53348.25347,96013.81341,0.552905695,357,196
5,CUST5705,ACC74631,Savings,Deposit,Credit Card,Firm C,East,Manager 4,10/6/2023,72334.05958,105445.8731,0.493291572,766,106
123,CUST6526,ACC66190,Current,Withdrawal,Personal Loan,Firm B,East,Manager 2,16-03-2023,65121.31498,25856.32542,0.504581558,567,176
148,CUST5920,ACC35419,Savings,Payment,Savings Account,Firm D,North,Manager 2,8/2/2024,28778.29068,80420.668,0.433435862,340,138
96,CUST8288,ACC24508,Loan,Payment,Savings Account,Firm D,West,Manager 4,19-03-2024,95882.6453,57906.12469,0.459928272,396,181
70,CUST8266,ACC88074,Savings,Payment,Credit Card,Firm C,East,Manager 2,4/5/2023,85829.02215,70145.21662,0.525362638,326,187
32,CUST2443,ACC94203,Current,Deposit,Mutual Fund,Firm C,Central,Manager 4,18-10-2023,64900.21103,73464.22083,0.281915145,517,47
105,CUST6525,ACC70460,Loan,Withdrawal,Credit Card,Firm B,West,Manager 4,15-04-2024,50674.56025,48320.55603,0.433802907,638,116
36,CUST2109,ACC22255,Credit,Withdrawal,Credit Card,Firm C,North,Manager 2,28-09-2023,80648.98505,46134.39323,0.482139255,625,73
197,CUST9420,ACC87602,Loan,Withdrawal,Credit Card,Firm B,North,Manager 3,10/1/2023,11911.99869,111999.2117,0.462427816,694,54
114,CUST7028,ACC92558,Savings,Transfer,Savings Account,Firm E,Central,Manager 1,15-01-2023,88250.03684,62567.01016,0.337497246,344,11
73,CUST5351,ACC12182,Savings,Transfer,Savings Account,Firm E,North,Manager 4,10/6/2023,48435.9967,132799.2322,0.165307599,552,23
107,CUST7887,ACC21264,Credit,Payment,Home Loan,Firm E,Central,Manager 4,20-04-2024,40507.53825,103230.2553,0.600817566,819,123
55,CUST6525,ACC97411,Credit,Deposit,Savings Account,Firm D,West,Manager 1,5/3/2024,46531.83478,83133.97121,0.682555896,837,224
138,CUST8288,ACC66190,Credit,Payment,Savings Account,Firm B,Central,Manager 3,11/4/2023,77907.14787,130141.2689,0.818215661,649,134
163,CUST8529,ACC82381,Credit,Transfer,Home Loan,Firm D,South,Manager 1,21-05-2023,61539.90505,107103.2126,0.176742001,653,131
134,CUST2464,ACC31539,Savings,Withdrawal,Credit Card,Firm A,East,Manager 3,3/5/2023,33857.92632,45175.44853,0.453676106,560,238
87,CUST9420,ACC51009,Credit,Deposit,Home Loan,Firm D,East,Manager 2,22-10-2023,-4203.406975,31428.44951,0.326660251,733,187
47,CUST3109,ACC18057,Savings,Withdrawal,Credit Card,Firm B,Central,Manager 3,8/3/2023,26690.67358,108654.9514,0.342086021,405,10
191,CUST1547,ACC48303,Savings,Transfer,Credit Card,Firm A,West,Manager 4,25-12-2023,56178.39936,117884.7489,0.278592535,330,85
27,CUST9439,ACC88286,Savings,Transfer,Mutual Fund,Firm C,North,Manager 1,15-04-2024,17561.01723,81462.12645,0.355954258,463,203
67,CUST9731,ACC38559,Credit,Withdrawal,Home Loan,Firm D,West,Manager 4,19-09-2023,22231.95786,114384.3118,0.540730881,818,143
14,CUST2871,ACC75767,Credit,Transfer,Credit Card,Firm E,East,Manager 1,6/10/2023,80041.83714,100648.2026,0.382254256,767,74
23,CUST2805,ACC64393,Savings,Transfer,Savings Account,Firm C,North,Manager 4,12/1/2023,73060.95086,106768.8661,0.606536107,615,51
68,CUST9666,ACC49140,Current,Withdrawal,Personal Loan,Firm C,South,Manager 3,23-08-2023,-10422.03511,65497.41029,0.298616952,575,138
124,CUST2412,ACC88252,Current,Withdrawal,Mutual Fund,Firm B,South,Manager 4,4/2/2023,46417.95035,32094.07577,0.597107793,473,213
122,CUST5121,ACC99117,Savings,Deposit,Home Loan,Firm C,West,Manager 3,19-09-2023,44580.95975,57720.61864,0.277727297,517,149
101,CUST9216,ACC29477,Loan,Withdrawal,Home Loan,Firm C,North,Manager 4,18-03-2023,37262.90998,85025.46233,0.589628522,371,199
79,CUST5664,ACC21264,Credit,Payment,Savings Account,Firm D,West,Manager 3,18-06-2023,26566.33061,29049.40261,0.401006804,579,172
172,CUST3131,ACC57872,Loan,Deposit,Mutual Fund,Firm A,East,Manager 3,24-12-2023,68550.8505,84858.68989,0.325659123,683,44
55,CUST9754,ACC21878,Credit,Withdrawal,Personal Loan,Firm B,Central,Manager 4,17-08-2023,25009.13183,56724.45672,0.448441267,355,177
193,CUST7730,ACC39161,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,29-01-2024,51771.21268,25389.74401,0.550384563,528,104
140,CUST2109,ACC39544,Current,Payment,Mutual Fund,Firm A,West,Manager 2,6/11/2023,81935.74074,80923.7659,0.675756978,457,119
115,CUST8765,ACC95164,Loan,Deposit,Mutual Fund,Firm C,West,Manager 1,15-05-2023,99176.08508,111333.5575,0.167822816,416,146
34,CUST5705,ACC17688,Current,Withdrawal,Mutual Fund,Firm D,East,Manager 4,17-04-2023,68570.25322,88895.04609,0.314081816,730,42
134,CUST8772,ACC45951,Savings,Payment,Personal Loan,Firm D,South,Manager 1,16-10-2023,49518.58632,74875.70556,0.130873219,621,50
83,CUST1962,ACC42903,Current,Payment,Savings Account,Firm D,South,Manager 1,23-02-2023,73093.22065,35658.33596,0.536873796,522,236
140,CUST9843,ACC10996,Current,Withdrawal,Credit Card,Firm D,East,Manager 4,21-01-2023,59601.06063,42962.44757,0.483354255,363,185
124,CUST5664,ACC35419,Current,Payment,Credit Card,Firm E,East,Manager 4,3/4/2023,35792.34103,74637.98552,0.336892246,608,119
156,CUST9420,ACC39500,Credit,Transfer,Credit Card,Firm A,East,Manager 3,25-07-2023,4037.733581,47055.35788,0.410117602,633,227
31,CUST6082,ACC34821,Credit,Deposit,Savings Account,Firm B,South,Manager 1,26-09-2023,94441.6319,98721.09024,0.165964941,633,61
72,CUST4373,ACC57597,Loan,Transfer,Mutual Fund,Firm D,East,Manager 4,19-11-2023,56152.52527,64122.8133,0.643492103,525,153
194,CUST1555,ACC22036,Credit,Payment,Savings Account,Firm C,West,Manager 1,4/8/2023,8407.717148,43153.11407,0.555991244,728,176
111,CUST3449,ACC51593,Credit,Payment,Home Loan,Firm C,Central,Manager 3,17-06-2023,41996.87578,40715.02557,1.079414439,419,149
164,CUST2871,ACC23985,Current,Transfer,Home Loan,Firm D,North,Manager 2,12/2/2023,38235.09492,115329.2429,0.228208947,454,120
157,CUST1498,ACC52131,Credit,Deposit,Personal Loan,Firm E,Central,Manager 2,22-08-2023,46759.20905,76921.69,0.443166056,557,153
151,CUST5609,ACC35419,Credit,Withdrawal,Savings Account,Firm D,West,Manager 1,30-03-2024,70392.23452,35415.08114,0.050849851,431,140
141,CUST5255,ACC40939,Loan,Withdrawal,Home Loan,Firm A,Central,Manager 3,6/8/2023,105938.6182,77344.76391,0.539436161,379,233
45,CUST8288,ACC15359,Credit,Transfer,Savings Account,Firm E,North,Manager 4,24-05-2023,60806.81943,127058.3871,-0.0588728,461,178
168,CUST9439,ACC39500,Credit,Deposit,Mutual Fund,Firm B,South,Manager 3,25-07-2023,5515.400745,35108.17089,0.239664307,696,141
186,CUST7994,ACC78589,Current,Payment,Personal Loan,Firm E,North,Manager 3,17-11-2023,-282.7962858,123472.826,0.637389986,586,168
13,CUST2539,ACC15925,Current,Payment,Savings Account,Firm A,North,Manager 1,18-02-2024,66147.80233,114055.2487,0.388793078,758,90
135,CUST7651,ACC95774,Current,Deposit,Credit Card,Firm E,Central,Manager 4,14-02-2023,97625.19029,148300.5116,0.714171709,343,52
131,CUST3306,ACC91220,Credit,Withdrawal,Personal Loan,Firm C,Central,Manager 2,20-04-2024,41473.06937,101168.6699,0.546599475,307,139
44,CUST3015,ACC71388,Credit,Payment,Mutual Fund,Firm B,South,Manager 2,26-03-2023,59191.49384,112587.4988,0.504827206,736,75
83,CUST8416,ACC15228,Savings,Transfer,Savings Account,Firm A,South,Manager 4,9/12/2023,57066.02348,53228.74056,0.855039094,843,106
129,CUST9209,ACC55331,Current,Transfer,Home Loan,Firm C,East,Manager 4,30-03-2024,42550.23323,90521.5081,0.362736975,699,109
7,CUST3109,ACC49395,Savings,Transfer,Savings Account,Firm E,Central,Manager 4,26-07-2023,82314.48823,64385.38857,0.449838325,650,92
8,CUST1547,ACC25811,Current,Withdrawal,Credit Card,Firm C,West,Manager 1,8/2/2024,77360.27971,95060.46396,0.187379386,309,188
58,CUST6292,ACC94242,Savings,Transfer,Personal Loan,Firm B,East,Manager 1,23-02-2023,61018.04961,34656.52694,0.548377962,558,170
102,CUST1644,ACC55331,Credit,Withdrawal,Credit Card,Firm A,South,Manager 2,8/3/2023,116806.4468,47782.44387,0.23108823,605,195
168,CUST1776,ACC34431,Savings,Deposit,Home Loan,Firm A,Central,Manager 2,25-04-2024,58151.90039,61461.84449,0.332429665,677,23
74,CUST5664,ACC55331,Credit,Transfer,Savings Account,Firm A,South,Manager 4,23-02-2023,-905.4615242,93171.66873,0.206994999,849,178
162,CUST1547,ACC88516,Savings,Payment,Credit Card,Firm A,Central,Manager 4,6/4/2024,99930.11476,55245.24277,0.194367432,667,107
78,CUST7395,ACC67701,Current,Transfer,Home Loan,Firm E,West,Manager 1,15-05-2024,6808.22606,142300.045,0.633869184,699,14
34,CUST1415,ACC15671,Current,Transfer,Credit Card,Firm A,East,Manager 2,23-10-2023,19635.72098,71185.92164,0.029142243,779,237
154,CUST8155,ACC92360,Current,Transfer,Savings Account,Firm B,North,Manager 1,4/5/2024,66604.47631,81926.45992,0.463995824,517,163
117,CUST1840,ACC45907,Current,Payment,Savings Account,Firm E,East,Manager 3,5/2/2023,68688.44388,83962.11083,0.19652188,381,107
5,CUST7493,ACC83269,Current,Transfer,Personal Loan,Firm C,East,Manager 2,26-02-2023,12005.30234,123404.529,0.44303423,337,39
140,CUST8660,ACC51971,Credit,Transfer,Savings Account,Firm E,West,Manager 3,22-03-2024,75078.27116,101835.6008,-0.030523302,706,128
33,CUST2716,ACC34431,Credit,Transfer,Savings Account,Firm B,North,Manager 3,29-05-2023,68869.0151,95556.45542,0.643782434,824,162
184,CUST8461,ACC88516,Credit,Transfer,Savings Account,Firm E,East,Manager 3,26-03-2023,32180.96163,131948.6547,0.422844305,819,73
169,CUST2539,ACC67701,Loan,Payment,Credit Card,Firm C,South,Manager 2,23-10-2023,71898.54979,119521.3501,0.266256751,816,98
2,CUST8028,ACC94242,Current,Deposit,Savings Account,Firm D,South,Manager 1,26-03-2023,58110.03283,56169.7628,0.598099318,765,79
70,CUST7255,ACC29646,Savings,Payment,Savings Account,Firm D,South,Manager 2,17-01-2024,84765.54416,116512.0832,0.128330064,809,181
3,CUST9169,ACC50817,Credit,Withdrawal,Savings Account,Firm D,North,Manager 1,10/12/2023,11626.33967,60065.23187,0.952752313,354,98
116,CUST3725,ACC15228,Current,Deposit,Credit Card,Firm A,South,Manager 2,18-08-2023,37887.13836,79428.5469,0.897578488,508,58
171,CUST4373,ACC88074,Credit,Transfer,Mutual Fund,Firm C,North,Manager 1,1/1/2024,10139.33005,80521.68157,0.3853551,438,17
18,CUST9683,ACC62446,Savings,Deposit,Personal Loan,Firm B,South,Manager 2,28-09-2023,93077.20497,56329.37811,0.300649758,825,87
15,CUST4669,ACC11062,Loan,Withdrawal,Mutual Fund,Firm E,West,Manager 1,25-12-2023,35748.04389,105604.1218,0.142407318,304,16
168,CUST8279,ACC86784,Credit,Withdrawal,Home Loan,Firm D,South,Manager 2,6/1/2023,88532.9009,95842.25785,0.342741106,539,147
24,CUST6319,ACC57700,Loan,Withdrawal,Credit Card,Firm A,Central,Manager 3,11/6/2024,74789.73457,109248.3789,0.584626709,428,151
36,CUST1223,ACC24981,Loan,Payment,Credit Card,Firm C,South,Manager 2,22-03-2024,77138.36151,105763.0626,0.868300002,771,33
31,CUST9564,ACC40952,Loan,Deposit,Savings Account,Firm E,Central,Manager 2,2/1/2023,15039.01132,127139.2598,0.83357407,692,231
15,CUST4625,ACC82381,Loan,Payment,Personal Loan,Firm B,North,Manager 3,13-01-2023,8929.843643,82314.19841,0.754890192,812,143
140,CUST4855,ACC55331,Savings,Payment,Credit Card,Firm A,Central,Manager 3,4/5/2024,24857.91769,110258.0628,0.417099586,312,170
117,CUST8874,ACC78089,Credit,Transfer,Mutual Fund,Firm E,East,Manager 4,12/5/2023,-14200.7145,98951.6834,0.175018963,563,192
41,CUST7855,ACC11188,Savings,Payment,Personal Loan,Firm B,North,Manager 1,17-08-2023,61343.12824,110972.9624,0.306461249,329,177
142,CUST5610,ACC78178,Savings,Payment,Home Loan,Firm B,South,Manager 3,16-03-2023,58251.58849,95516.74603,0.42573698,667,62
162,CUST4794,ACC20297,Credit,Transfer,Savings Account,Firm B,Central,Manager 4,11/8/2023,66677.90788,78029.66962,0.522600085,673,99
121,CUST4346,ACC55331,Savings,Payment,Personal Loan,Firm B,South,Manager 3,8/9/2023,57186.51184,65180.50998,0.803860924,585,37
142,CUST4855,ACC25811,Current,Withdrawal,Personal Loan,Firm B,South,Manager 3,1/3/2024,28500.08471,28346.02996,0.433644418,512,171
149,CUST8874,ACC83269,Savings,Payment,Personal Loan,Firm D,East,Manager 4,1/4/2024,40877.0225,70385.44545,0.25792647,735,194
86,CUST9528,ACC55331,Current,Transfer,Mutual Fund,Firm A,East,Manager 1,17-02-2024,38438.66173,70934.76644,0.393543984,402,58
40,CUST6330,ACC76549,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 3,20-10-2023,86762.88766,75274.38668,0.459246842,731,176
34,CUST5664,ACC26026,Loan,Deposit,Mutual Fund,Firm A,Central,Manager 1,19-06-2023,31867.49805,60418.6779,0.192486636,315,66
183,CUST8660,ACC39544,Savings,Withdrawal,Credit Card,Firm C,East,Manager 3,6/9/2023,11058.80008,100637.4493,0.525793646,722,80
162,CUST7002,ACC49364,Credit,Transfer,Credit Card,Firm E,South,Manager 3,6/11/2023,70265.68891,64526.97479,0.451295301,402,63
113,CUST8874,ACC11188,Current,Payment,Mutual Fund,Firm D,West,Manager 2,12/3/2024,39307.77042,86504.97227,0.660279663,415,188
66,CUST2612,ACC29477,Savings,Withdrawal,Savings Account,Firm E,West,Manager 2,4/2/2024,-6611.972573,66844.5817,0.291384951,746,122
181,CUST1189,ACC83269,Credit,Withdrawal,Mutual Fund,Firm C,Central,Manager 2,18-11-2023,49584.96264,62730.63806,0.813061547,801,225
74,CUST1223,ACC29231,Current,Transfer,Savings Account,Firm C,East,Manager 4,21-01-2023,72663.75126,111239.9673,0.30159492,669,171
188,CUST2541,ACC45968,Savings,Withdrawal,Home Loan,Firm D,South,Manager 1,14-04-2023,52837.4346,64576.52806,0.76629786,332,216
197,CUST6350,ACC32627,Savings,Deposit,Savings Account,Firm B,South,Manager 3,6/6/2023,-8741.340457,51354.60296,0.797266491,734,26
158,CUST6947,ACC24981,Loan,Deposit,Credit Card,Firm B,Central,Manager 2,17-02-2023,29985.46169,86362.54519,0.422273096,520,96
132,CUST1962,ACC95164,Credit,Withdrawal,Mutual Fund,Firm B,East,Manager 1,25-04-2024,60867.16658,49283.99081,0.58722734,662,75
107,CUST8874,ACC21719,Current,Deposit,Personal Loan,Firm D,South,Manager 3,28-11-2023,50035.62595,162192.8963,0.420651047,822,237
87,CUST7887,ACC22036,Credit,Deposit,Home Loan,Firm B,South,Manager 4,1/6/2023,122692.225,133586.1826,0.151021739,528,112
92,CUST3131,ACC99549,Credit,Payment,Personal Loan,Firm A,Central,Manager 1,25-11-2023,85584.77055,103399.0605,0.230226446,767,100
106,CUST9216,ACC16664,Loan,Payment,Mutual Fund,Firm B,Central,Manager 3,27-05-2024,7654.724341,64781.52165,-0.030552605,440,207
